,examine,id,members,lowalch,limit,value,highalch,icon,name
2908,Proselyte level armour pack.,9666,True,10000.0,70.0,25000.0,15000.0,Proselyte harness m.png,Proselyte harness m
2909,A Proselyte Temple Knight's armour.,9674,True,4800.0,70.0,12000.0,7200.0,Proselyte hauberk.png,Proselyte hauberk
2910,A Proselyte Temple Knight's helm.,9672,True,3200.0,70.0,8000.0,4800.0,Proselyte sallet.png,Proselyte sallet
2911,A Proselyte Temple Knight's leg armour.,9678,True,4000.0,70.0,10000.0,6000.0,Proselyte tasset.png,Proselyte tasset
2912,Happy Halloween.,1959,False,12.0,50.0,30.0,18.0,Pumpkin.png,Pumpkin
2913,An unimbued rune of extra capability.,7936,False,1.0,30000.0,4.0,2.0,Pure essence.png,Pure essence
2914,Stylish!,12311,True,90.0,4.0,225.0,135.0,Purple boater.png,Purple boater
2915,Very stylish!,2934,False,200.0,150.0,500.0,300.0,Purple boots.png,Purple boots
2916,A thick purple cape.,1029,False,12.0,150.0,32.0,19.0,Purple cape.png,Purple cape
2917,A little bottle of purple dye.,1773,False,2.0,150.0,5.0,3.0,Purple dye.png,Purple dye
2918,A well made elegant ladies' purple blouse.,10436,True,800.0,4.0,2000.0,1200.0,Purple elegant blouse.png,Purple elegant blouse
2919,A rather elegant pair of men's purple pantaloons.,10418,True,800.0,4.0,2000.0,1200.0,Purple elegant legs.png,Purple elegant legs
2920,A well made elegant men's purple shirt.,10416,True,800.0,4.0,2000.0,1200.0,Purple elegant shirt.png,Purple elegant shirt
2921,A rather elegant purple skirt.,10438,True,800.0,4.0,2000.0,1200.0,Purple elegant skirt.png,Purple elegant skirt
2922,Makes firelighting a lot easier.,10326,True,6.0,250.0,15.0,9.0,Purple firelighter.png,Purple firelighter
2923,A posy of flowers.,2468,True,40.0,150.0,100.0,60.0,Purple flowers.png,Purple flowers
2924,These will keep my hands warm!,2942,False,200.0,150.0,500.0,300.0,Purple gloves.png,Purple gloves
2925,A silly pointed hat.,2940,True,200.0,150.0,500.0,300.0,Purple hat.png,Purple hat
2926,A nice hat from a cracker.,1046,False,1.0,5.0,1.0,1.0,Purple partyhat.png,Purple partyhat
2927,Made by werewolves for werewolves.,2938,True,200.0,150.0,500.0,300.0,Purple robe bottoms.png,Purple robe bottoms
2928,Some fine werewolf clothing.,2936,True,200.0,150.0,500.0,300.0,Purple robe top.png,Purple robe top
2929,Remember to brush after eating!,10476,True,6.0,10000.0,15.0,9.0,Purple sweets 5.png,Purple sweets
2930,Logs prepared with sacred oil for a funeral pyre.,3438,True,3.0,11000.0,8.0,4.0,Pyre logs.png,Pyre logs
2931,A phosphate rich mineral dust.,21545,True,12.0,13000.0,30.0,18.0,Pyrophosphite.png,Pyrophosphite
2932,A sack of quetzal feed.,29307,True,20.0,100.0,50.0,30.0,Quetzal feed.png,Quetzal feed
2933,This could be put on a string and worn for luck.,10134,True,12.0,100.0,30.0,18.0,Rabbit foot.png,Rabbit foot
2934,The snare will tighten around animals passing through.,10031,True,6.0,250.0,15.0,9.0,Rabbit snare.png,Rabbit snare
2935,A banner showcasing the colours of Leagues V: Raging Echoes.,30430,True,400.0,,1000.0,600.0,Raging echoes banner.png,Raging echoes banner
2936,The boots of a Raging Echoes relic hunter.,30410,True,,,100000.0,,Raging echoes boots (t1).png,Raging echoes boots (t1)
2937,The boots of a Raging Echoes relic hunter.,30418,True,40000.0,,100000.0,60000.0,Raging echoes boots (t2).png,Raging echoes boots (t2)
2938,The boots of a raging echo relic hunter.,30426,True,40000.0,,100000.0,60000.0,Raging echoes boots (t3).png,Raging echoes boots (t3)
2939,The cane of a Raging Echoes relic hunter.,30428,True,400.0,,1000.0,600.0,Raging echoes cane.png,Raging echoes cane
2940,Opulent curtains dyed with the colours of the Raging Echoes league.,30557,True,200.0,,500.0,300.0,Raging echoes curtains.png,Raging echoes curtains
2941,A scroll which unlocks the Raging Echoes death and respawn animation.,30455,True,10000.0,,25000.0,15000.0,Raging echoes death scroll.png,Raging echoes death scroll
2942,The headgear of a Raging Echoes relic hunter.,30404,True,,,100000.0,,Raging echoes hat (t1).png,Raging echoes hat (t1)
2943,The headgear of a Raging Echoes relic hunter.,30412,True,40000.0,,100000.0,60000.0,Raging echoes hat (t2).png,Raging echoes hat (t2)
2944,The headgear of a Raging Echoes relic hunter.,30420,True,40000.0,,100000.0,60000.0,Raging echoes hat (t3).png,Raging echoes hat (t3)
2945,Used on a Nexus inside your Player Owned House to decorate it in the style of Leagues V: Raging Echoes.,30459,True,10000.0,,25000.0,15000.0,Raging echoes nexus scroll.png,Raging echoes nexus scroll
2946,A scroll which unlocks the Raging Echoes NPC contact.,30457,True,10000.0,,25000.0,15000.0,Raging echoes npc contact scroll.png,Raging echoes npc contact scroll
2947,Used on a portal inside your Player Owned House to decorate it in the style of Leagues V: Raging Echoes.,30461,True,10000.0,,25000.0,15000.0,Raging echoes portal scroll.png,Raging echoes portal scroll
2948,"A set containing Raging Echoes boots (t1), Raging Echoes trousers (t1), Raging Echoes top (t1) and Raging Echoes hood (t1).",30331,True,20000.0,,50000.0,30000.0,Raging echoes relic hunter (t1) armour set.png,Raging echoes relic hunter (t1) armour set
2949,"A set containing Raging Echoes boots (t2), Raging Echoes trousers (t2), Raging Echoes top (t2) and Raging Echoes hood (t2).",30334,True,20000.0,,50000.0,30000.0,Raging echoes relic hunter (t2) armour set.png,Raging echoes relic hunter (t2) armour set
2950,"A set containing Raging Echoes boots (t3), Raging Echoes trousers (t3), Raging Echoes top (t3) and Raging Echoes hood (t3).",30337,True,20000.0,,50000.0,30000.0,Raging echoes relic hunter (t3) armour set.png,Raging echoes relic hunter (t3) armour set
2951,The robes of a Raging Echoes relic hunter.,30408,True,,,100000.0,,Raging echoes robeskirt (t1).png,Raging echoes robeskirt (t1)
2952,The robes of a Raging Echoes relic hunter.,30416,True,40000.0,,100000.0,60000.0,Raging echoes robeskirt (t2).png,Raging echoes robeskirt (t2)
2953,The robes of a Raging Echoes relic hunter.,30424,True,40000.0,,100000.0,60000.0,Raging echoes robeskirt (t3).png,Raging echoes robeskirt (t3)
2954,An opulent rug dyed with the colours of the Raging Echoes league.,30554,True,200.0,,500.0,300.0,Raging echoes rug.png,Raging echoes rug
2955,Used on a Scrying Pool inside your Player Owned House to decorate it in the style of Leagues V: Raging Echoes.,30560,True,10000.0,,25000.0,15000.0,Raging echoes scrying pool scroll.png,Raging echoes scrying pool scroll
2956,Used on a Spirit Tree inside your Player Owned House to decorate it in the style of Leagues V: Raging Echoes.,30563,True,10000.0,,25000.0,15000.0,Raging echoes spirit tree scroll.png,Raging echoes spirit tree scroll
2957,The coat of a Raging Echoes relic hunter.,30406,True,,,100000.0,,Raging echoes top (t1).png,Raging echoes top (t1)
2958,The coat of a Raging Echoes relic hunter.,30414,True,40000.0,,100000.0,60000.0,Raging echoes top (t2).png,Raging echoes top (t2)
2959,The coat of a Raging Echoes relic hunter.,30422,True,40000.0,,100000.0,60000.0,Raging echoes top (t3).png,Raging echoes top (t3)
2960,Short but effective and very colourful.,23357,True,200.0,18000.0,500.0,300.0,Rain bow.png,Rain bow
2961,You'll need something to break through that shell.,31677,True,120.0,,300.0,180.0,Rainbow crab (1).png,Rainbow crab (1)
2962,You'll need something to break through that shell.,31680,True,120.0,,300.0,180.0,Rainbow crab (2).png,Rainbow crab (2)
2963,You'll need something to break through that shell.,31683,True,120.0,,300.0,180.0,Rainbow crab (3).png,Rainbow crab (3)
2964,This looks tricky to eat.,31703,True,120.0,,300.0,180.0,Rainbow crab meat.png,Rainbow crab meat
2965,A paste made by crushing a crab.,31710,True,120.0,13000.0,300.0,180.0,Rainbow crab paste.png,Rainbow crab paste
2966,"Well, this would certainly add some colour to a meal.",10136,True,48.0,6000.0,120.0,72.0,Rainbow fish.png,Rainbow fish
2967,Use this to clear weeds.,5341,True,2.0,40.0,6.0,3.0,Rake.png,Rake
2968,I need another ingredient to finish this Ranarr potion.,99,True,10.0,10000.0,25.0,15.0,Ranarr potion (unf).png,Ranarr potion (unf)
2969,A ranarr seed - plant in a herb patch.,5295,True,20.0,200.0,50.0,30.0,Ranarr seed 5.png,Ranarr seed
2970,A useful herb.,257,True,10.0,11000.0,25.0,15.0,Ranarr weed.png,Ranarr weed
2971,Lightweight boots ideal for rangers.,2577,True,80.0,8.0,200.0,120.0,Ranger boots.png,Ranger boots
2972,Lightweight gloves ideal for rangers.,19994,True,1360.0,8.0,3400.0,2040.0,Ranger gloves.png,Ranger gloves
2973,Lightweight legwear ideal for rangers.,23249,True,8000.0,8.0,20000.0,12000.0,Rangers' tights.png,Rangers' tights
2974,Lightweight body armour ideal for rangers.,12596,True,4800.0,4.0,12000.0,7200.0,Rangers' tunic.png,Rangers' tunic
2975,One dose of fishy ranging potion.,11511,True,57.0,2000.0,144.0,86.0,Ranging mix(1).png,Ranging mix(1)
2976,Two doses of fishy ranging potion.,11509,True,86.0,2000.0,216.0,129.0,Ranging mix(2).png,Ranging mix(2)
2977,1 dose of ranging potion.,173,True,57.0,2000.0,144.0,86.0,Ranging potion(1).png,Ranging potion(1)
2978,2 doses of ranging potion.,171,True,86.0,2000.0,216.0,129.0,Ranging potion(2).png,Ranging potion(2)
2979,3 doses of ranging potion.,169,True,115.0,2000.0,288.0,172.0,Ranging potion(3).png,Ranging potion(3)
2980,4 doses of ranging potion.,2444,True,144.0,2000.0,360.0,216.0,Ranging potion(4).png,Ranging potion(4)
2981,Ancient ogre bones from the ogre burial tomb.,4832,True,1.0,7500.0,1.0,1.0,Raurg bones.png,Raurg bones
2982,This would taste a lot better cooked.,7196,True,62.0,13000.0,155.0,93.0,Raw admiral pie.png,Raw admiral pie
2983,I should try cooking this.,321,False,6.0,13000.0,15.0,9.0,Raw anchovies.png,Raw anchovies
2984,I should try cooking this.,13439,True,180.0,15000.0,450.0,270.0,Raw anglerfish.png,Raw anglerfish
2985,Ouch!,29101,True,1.0,13000.0,1.0,1.0,Raw barb-tailed kebbit.png,Raw barb-tailed kebbit
2986,I should try cooking this.,363,True,16.0,15000.0,40.0,24.0,Raw bass.png,Raw bass
2987,I need to cook this first.,2136,False,1.0,13000.0,1.0,1.0,Raw bear meat.png,Raw bear meat
2988,A slab of raw beast meat.,9986,True,10.0,11000.0,25.0,15.0,Raw beast meat.png,Raw beast meat
2989,I need to cook this first.,2132,False,1.0,13000.0,1.0,1.0,Raw beef.png,Raw beef
2990,This certainly needs cooking!,9978,True,6.0,11000.0,17.0,10.0,Raw bird meat.png,Raw bird meat
2991,I should try cooking this.,31692,True,60.0,,150.0,90.0,Raw blue crab meat.png,Raw blue crab meat
2992,I should try cooking this.,32341,True,68.0,,170.0,102.0,Raw bluefin.png,Raw bluefin
2993,I need to cook this first.,25833,False,1.0,,1.0,1.0,Raw boar meat.png,Raw boar meat
2994,It's incredibly slimy.,5001,True,6.0,13000.0,15.0,9.0,Raw cave eel.png,Raw cave eel
2995,I need to cook this first.,2138,False,1.0,13000.0,1.0,1.0,Raw chicken.png,Raw chicken
2996,I need to cook this first.,2876,True,34.0,13000.0,85.0,51.0,Raw chompy.png,Raw chompy
2997,I should try cooking this.,341,True,4.0,15000.0,10.0,6.0,Raw cod.png,Raw cod
2998,I should try cooking this.,11934,True,130.0,15000.0,325.0,195.0,Raw dark crab.png,Raw dark crab
2999,I should probably cook this first.,29107,True,1.0,13000.0,1.0,1.0,Raw dashing kebbit.png,Raw dashing kebbit
3000,"Raw fish is risky, better cook it.",7186,True,20.0,13000.0,50.0,30.0,Raw fish pie.png,Raw fish pie
3001,Needs cooking before I eat it.,7176,True,4.0,13000.0,12.0,7.0,Raw garden pie.png,Raw garden pie
3002,I should try cooking this.,32309,True,68.0,,170.0,102.0,Raw giant krill.png,Raw giant krill
3003,I should probably cook this first.,29119,True,1.0,13000.0,1.0,1.0,Raw graahk.png,Raw graahk
3004,I should try cooking this.,32317,True,68.0,,170.0,102.0,Raw haddock.png,Raw haddock
3005,I should try cooking this.,32333,True,68.0,,170.0,102.0,Raw halibut.png,Raw halibut
3006,I should try cooking this.,345,False,4.0,15000.0,10.0,6.0,Raw herring.png,Raw herring
3007,The uncooked meat of a Jubbly bird.,7566,True,40.0,11000.0,100.0,60.0,Raw jubbly.png,Raw jubbly
3008,I should try cooking this.,31561,True,64.0,,160.0,96.0,Raw jumbo squid.png,Raw jumbo squid
3009,A raw green octopus.,3142,True,80.0,13000.0,200.0,120.0,Raw karambwan.png,Raw karambwan
3010,I should probably cook this first.,29125,True,1.0,13000.0,1.0,1.0,Raw kyatt.png,Raw kyatt
3011,I should probably cook this first.,29122,True,1.0,13000.0,1.0,1.0,Raw larupia.png,Raw larupia
3012,I should try cooking this.,377,False,28.0,15000.0,70.0,42.0,Raw lobster.png,Raw lobster
3013,I should try cooking this.,353,True,6.0,15000.0,15.0,9.0,Raw mackerel.png,Raw mackerel
3014,A rare catch.,389,True,80.0,15000.0,200.0,120.0,Raw manta ray.png,Raw manta ray
3015,I should try cooking this.,32349,True,68.0,,170.0,102.0,Raw marlin.png,Raw marlin
3016,I should try cooking this.,7944,True,92.0,13000.0,230.0,138.0,Raw monkfish.png,Raw monkfish
3017,I should probably cook this first.,29113,True,1.0,13000.0,1.0,1.0,Raw moonlight antelope.png,Raw moonlight antelope
3018,Needs to be baked before I can use it.,7168,True,10.0,13000.0,27.0,16.0,Raw mud pie.png,Raw mud pie
3019,"I need to cook this, though I don't know if I want to.",24782,True,1.0,,1.0,1.0,Raw mystery meat.png,Raw mystery meat
3020,Raw meat from the oomlie bird.,2337,True,4.0,15.0,10.0,6.0,Raw oomlie.png,Raw oomlie
3021,I should try cooking this.,349,False,8.0,15000.0,20.0,12.0,Raw pike.png,Raw pike
3022,I should probably cook this first.,29110,True,1.0,13000.0,1.0,1.0,Raw pyre fox.png,Raw pyre fox
3023,Might taste better cooked.,3226,True,8.0,13000.0,20.0,12.0,Raw rabbit.png,Raw rabbit
3024,I should try cooking this.,31700,True,120.0,,300.0,180.0,Raw rainbow crab meat.png,Raw rainbow crab meat
3025,"A colourful fish, attracted to colourful flies.",10138,True,48.0,13000.0,120.0,72.0,Raw rainbow fish.png,Raw rainbow fish
3026,I need to cook this first.,2134,False,1.0,13000.0,1.0,1.0,Raw rat meat.png,Raw rat meat
3027,I should try cooking this.,31686,True,40.0,,100.0,60.0,Raw red crab meat.png,Raw red crab meat
3028,I should try cooking this.,331,False,12.0,15000.0,30.0,18.0,Raw salmon.png,Raw salmon
3029,I should try cooking this.,327,False,4.0,15000.0,10.0,6.0,Raw sardine.png,Raw sardine
3030,A rare catch.,395,True,80.0,15000.0,200.0,120.0,Raw sea turtle.png,Raw sea turtle
3031,I should try cooking this.,383,True,68.0,15000.0,170.0,102.0,Raw shark.png,Raw shark
3032,I should try cooking this.,317,False,2.0,15000.0,5.0,3.0,Raw shrimps.png,Raw shrimps
3033,A slime covered eel - yuck!,3379,True,1.0,13000.0,1.0,1.0,Raw slimy eel.png,Raw slimy eel
3034,"Fresh fruit may be good for you, but I should really cook this.",7216,True,28.0,13000.0,70.0,42.0,Raw summer pie.png,Raw summer pie
3035,I should probably cook this first.,29116,True,1.0,13000.0,1.0,1.0,Raw sunlight antelope.png,Raw sunlight antelope
3036,I should try cooking this.,371,False,32.0,15000.0,80.0,48.0,Raw swordfish.png,Raw swordfish
3037,I should try cooking this.,31553,True,40.0,,100.0,60.0,Raw swordtip squid.png,Raw swordtip squid
3038,I should try cooking this.,335,False,4.0,15000.0,10.0,6.0,Raw trout.png,Raw trout
3039,I should try cooking this.,359,False,16.0,15000.0,40.0,24.0,Raw tuna.png,Raw tuna
3040,I need to cook this first.,1859,True,1.0,11000.0,2.0,1.0,Raw ugthanki meat.png,Raw ugthanki meat
3041,Better cook this carefully.,29104,True,1.0,13000.0,1.0,1.0,Raw wild kebbit.png,Raw wild kebbit
3042,"Good as it looks, I'd better cook it.",7206,True,36.0,13000.0,91.0,54.0,Raw wild pie.png,Raw wild pie
3043,I need to cook this.,10816,True,1.0,11000.0,2.0,1.0,Raw yak meat.png,Raw yak meat
3044,I should try cooking this.,32325,True,68.0,15000.0,170.0,102.0,Raw yellowfin.png,Raw yellowfin
3045,The barbed tip of a ray's tail.,31959,True,3200.0,15.0,8000.0,4800.0,Ray barbs.png,Ray barbs
3046,A small round red bead.,1470,False,1.0,11000.0,4.0,2.0,Red bead.png,Red bead
3047,Parlez-vous francais?,12247,True,32.0,4.0,80.0,48.0,Red beret.png,Red beret
3048,Stylish!,7319,True,90.0,4.0,225.0,135.0,Red boater.png,Red boater
3049,Very stylish!,2904,False,200.0,150.0,500.0,300.0,Red boots.png,Red boots
3050,A bright red cape.,1007,False,1.0,150.0,2.0,1.0,Red cape.png,Red cape
3051,All for one and one for all!,12323,True,80.0,4.0,200.0,120.0,Red cavalier.png,Red cavalier
3052,Even more volatile than its vegetarian counterpart.,10034,True,64.0,7000.0,160.0,96.0,Red chinchompa.png,Red chinchompa
3053,You'll need something to break through that shell.,31671,True,40.0,,100.0,60.0,Red crab.png,Red crab
3054,This looks tricky to eat.,31689,True,40.0,,100.0,60.0,Red crab meat.png,Red crab meat
3055,Made from 100% real dragonhide.,2501,True,4492.0,70.0,11230.0,6738.0,Red d'hide body.png,Red d'hide body
3056,Made from 100% real dragonhide. With colourful trim!,12327,True,4492.0,8.0,11230.0,6738.0,Red d'hide body (g).png,Red d'hide body (g)
3057,Made from 100% real dragonhide. With colourful trim!,12331,True,4492.0,8.0,11230.0,6738.0,Red d'hide body (t).png,Red d'hide body (t)
3058,Made from 100% real dragonhide.,2495,True,2072.0,70.0,5180.0,3108.0,Red d'hide chaps.png,Red d'hide chaps
3059,Made from 100% real dragonhide. With colourful trim!,12329,True,2072.0,8.0,5180.0,3108.0,Red d'hide chaps (g).png,Red d'hide chaps (g)
3060,Made from 100% real dragonhide. With colourful trim!,12333,True,2072.0,8.0,5180.0,3108.0,Red d'hide chaps (t).png,Red d'hide chaps (t)
3061,A solid magic wood shield covered in red dragon leather.,22281,True,4400.0,125.0,11000.0,6600.0,Red d'hide shield.png,Red d'hide shield
3062,Vambraces made from 100% real dragonhide.,2489,True,1440.0,70.0,3600.0,2160.0,Red d'hide vambraces.png,Red d'hide vambraces
3063,It's a piece of prepared red dragonhide.,2507,True,36.0,11000.0,90.0,54.0,Red dragon leather.png,Red dragon leather
3064,Do I look scary?,12522,True,4000.0,4.0,10000.0,6000.0,Red dragon mask.png,Red dragon mask
3065,The scaly rough hide from a Red Dragon.,1749,True,58.0,11000.0,145.0,87.0,Red dragonhide.png,Red dragonhide
3066,"A set containing a red dragonhide body, chaps and vambraces.",12869,True,2000.0,70.0,5000.0,3000.0,Red dragonhide set.png,Red dragonhide set
3067,A little bottle of red dye.,1763,False,2.0,150.0,5.0,3.0,Red dye.png,Red dye
3068,A well made elegant ladies' red blouse.,10424,True,800.0,4.0,2000.0,1200.0,Red elegant blouse.png,Red elegant blouse
3069,A rather elegant pair of men's red pantaloons.,10406,True,800.0,4.0,2000.0,1200.0,Red elegant legs.png,Red elegant legs
3070,A well made elegant men's red shirt.,10404,True,800.0,4.0,2000.0,1200.0,Red elegant shirt.png,Red elegant shirt
3071,A rather elegant red skirt.,10426,True,800.0,4.0,2000.0,1200.0,Red elegant skirt.png,Red elegant skirt
3072,A vivid red feather.,10088,True,4.0,8000.0,10.0,6.0,Red feather.png,Red feather
3073,Makes firelighting a lot easier.,7329,True,6.0,250.0,15.0,9.0,Red firelighter.png,Red firelighter
3074,A posy of flowers.,2462,True,40.0,150.0,100.0,60.0,Red flowers.png,Red flowers
3075,These will keep my hands warm!,2912,False,200.0,150.0,500.0,300.0,Red gloves.png,Red gloves
3076,Aaaarrrghhh ... I'm a monster.,1057,False,6.0,5.0,15.0,9.0,Red halloween mask.png,Red halloween mask
3077,A silly pointed hat.,2910,True,200.0,150.0,500.0,300.0,Red hat.png,Red hat
3078,A minimalist's hat.,2645,True,16.0,4.0,40.0,24.0,Red headband.png,Red headband
3079,A nice hat from a cracker.,1038,False,1.0,5.0,1.0,1.0,Red partyhat.png,Red partyhat
3080,Made by werewolves for werewolves.,2908,True,200.0,150.0,500.0,300.0,Red robe bottoms.png,Red robe bottoms
